Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Diethylcarbamazine,D004049,90-89-1,Acute Kidney Injury,MESH:D058186,,BAX|CYP2C19,4.66,2
Simendan,D000077464,131741-08-7,Acute Kidney Injury,MESH:D058186,,NPPA|TP53,4.66,4
Bosentan,D000077300,147536-97-8,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|SOD2,4.66,2
Rosmarinic Acid,D000097123,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.66,2
"bis-N,N-dimethylamino-2-(N-methylpyrrolyl)methyl cyclopentadienyl titanium (IV)",C551172,,Acute Kidney Injury,MESH:D058186,,G6PD|HSPA1A|SERPINA1|TGFBR1,4.65,7
dimethyladipate,C067354,627-93-0,Acute Kidney Injury,MESH:D058186,,HSPA1A,4.65,2
gambogic acid,C052659,2752-65-0,Acute Kidney Injury,MESH:D058186,,BAX|GSK3B,4.65,3
ginsenoside Rg5,C572381,,Acute Kidney Injury,MESH:D058186,,BAX|NOS3,4.65,2
"N(1),N(11)-diethylnorspermine",C059685,121749-39-1,Acute Kidney Injury,MESH:D058186,,NFKB1|TP53,4.65,2
rucaparib,C531549,,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.65,4
"2,3,2-tetramine",C022177,4741-99-5,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.65,1
"2,3-diaminonaphthalene",C026373,771-97-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.65,1
2-amino-4-picoline,C015672,695-34-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.65,1
diallyldimethylammonium chloride,C508190,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.65,1
diethylene glycol dimethacrylate monomer,C047521,2358-84-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.65,1
Fossil Fuels,D005579,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.65,1
Hematoporphyrins,D006415,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.65,1
valerylsalicylate,C401835,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.65,1
2-dichlorobenzene,C004726,95-50-1,Acute Kidney Injury,MESH:D058186,,GSTP1|TNF,4.64,3
4-hydroxymephenytoin,C025687,61837-65-8,Acute Kidney Injury,MESH:D058186,,CYP2C19,4.64,1
5'-hydroxythalidomide,C452282,,Acute Kidney Injury,MESH:D058186,,CYP2C19,4.64,1
cobaltous nitrate,C025913,10141-05-6,Acute Kidney Injury,MESH:D058186,,G6PD,4.64,3
dihydroisotanshinone I,C046825,20958-18-3,Acute Kidney Injury,MESH:D058186,,CYP2C19,4.64,1
ethofumesate,C412911,,Acute Kidney Injury,MESH:D058186,,CYP2C19,4.64,1
hydrobupropion,C496216,,Acute Kidney Injury,MESH:D058186,,CYP2C19,4.64,1
indioside D,C428264,,Acute Kidney Injury,MESH:D058186,,BAX|GSTP1,4.64,1
N-3-benzylnirvanol,C454675,,Acute Kidney Injury,MESH:D058186,,CYP2C19,4.64,1
N-3-benzylphenobarbital,C454676,,Acute Kidney Injury,MESH:D058186,,CYP2C19,4.64,1
"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",C532162,,Acute Kidney Injury,MESH:D058186,,BAX|EGFR|GPNMB|GSK3B|IGF1|IL6|SIRT1|TNF|TNFRSF12A|TP53|VEGFA,4.63,13
"2,5,7,8-tetramethyl-2R-(4R,8R,12-trimethyltridecyl)chroman-6-yloxy acetic acid",C488288,,Acute Kidney Injury,MESH:D058186,,BAX|VEGFA,4.63,3
2-hydroxymenthofuran,C122183,,Acute Kidney Injury,MESH:D058186,,GSTA1,4.63,1
4-iodo-tamoxifen,C066463,116057-68-2,Acute Kidney Injury,MESH:D058186,,GSTA1,4.63,1
annonacin,C053442,,Acute Kidney Injury,MESH:D058186,,BAX|VEGFA,4.63,3
arachidoyl-coenzyme A,C042140,15895-27-9,Acute Kidney Injury,MESH:D058186,,GSTA1,4.63,1
ciprofibrate-coenzyme A,C051514,111900-25-5,Acute Kidney Injury,MESH:D058186,,GSTA1,4.63,1
Dicamba,D003996,1918-00-9,Acute Kidney Injury,MESH:D058186,,ALB|INS,4.63,5
dimethylarsine,C062856,593-57-7,Acute Kidney Injury,MESH:D058186,,HMOX1|HSPA1A,4.63,3
"estradiol 3,17-disulfate",C045407,3233-70-3,Acute Kidney Injury,MESH:D058186,,GSTA1,4.63,1
GS-Succ-BP,C115992,,Acute Kidney Injury,MESH:D058186,,GSTA1,4.63,1
nafenopin-coenzyme A,C051515,112195-81-0,Acute Kidney Injury,MESH:D058186,,GSTA1,4.63,1
n-hexane,C026385,110-54-3,Acute Kidney Injury,MESH:D058186,,BAX|G6PD|HMOX1|IL6|NQO1,4.63,7
tetrahydrothiophene,C121030,,Acute Kidney Injury,MESH:D058186,,GSTA1,4.63,1
Farnesol,D005204,4602-84-0,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA,4.63,2
"N-Methyl-3,4-methylenedioxyamphetamine",D018817,42542-10-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.63,2
2-((2-morpholino)ethylthio)-5-ethoxybenzimidazole,C410924,,Acute Kidney Injury,MESH:D058186,,MPO|TNF,4.62,3
"2,4,5-trichlorophenol",C009534,95-95-4,Acute Kidney Injury,MESH:D058186,,ALB|PPARG,4.62,7
2-iodohexadecanal,C065952,130770-02-4,Acute Kidney Injury,MESH:D058186,,BAX|TGFB1,4.62,2
4-hydroxyclonidine,C060689,57101-48-1,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
4-hydroxypropranolol,C001422,10476-53-6,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
5-hydroxypropranolol,C542024,,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
6-methoxytryptoline,C002272,20315-68-8,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
7-hydroxyloxapine,C081382,37081-75-7,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
7-methoxy-4-(aminomethyl)coumarin,C120605,,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
Allylamine,D000499,107-11-9,Acute Kidney Injury,MESH:D058186,,AVP|SOD1|SPP1,4.62,4
N-desisopropylpropranolol,C012878,20862-11-7,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
nornuciferine,C002753,54750-04-8,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
N-tert-butylisoquine,C540176,,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
propylene dichloride,C004765,78-87-5,Acute Kidney Injury,MESH:D058186,,NFE2L2|NQO1|TNF,4.62,5
Ro 03-7410,C039685,57704-16-2,Acute Kidney Injury,MESH:D058186,,CYP2D6,4.62,1
Monocrotophos,D008999,6923-22-4,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.62,2
perfluorobutyric acid,C033094,375-22-4,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA,4.62,2
"2,4-dinitrobenzenesulfonic acid",C001073,89-02-1,Acute Kidney Injury,MESH:D058186,,IL6|NFKB1|TNF,4.61,5
4-aminobenzamidine,C006500,,Acute Kidney Injury,MESH:D058186,,KLK1,4.61,1
Carbachol,D002217,,Acute Kidney Injury,MESH:D058186,,BAX|IL10|NPPA|TNF,4.61,6
cupressuflavone,C000600531,,Acute Kidney Injury,MESH:D058186,,HEXB,4.61,1
estradiol-17 beta-glucuronide,C025483,1806-98-0,Acute Kidney Injury,MESH:D058186,,EGFR|OCLN,4.61,2
Linseed Oil,D008043,8001-26-1,Acute Kidney Injury,MESH:D058186,,G6PD|TLR4,4.61,4
magnolialide,C417229,,Acute Kidney Injury,MESH:D058186,,HEXB,4.61,1
Mercaptopurine,D015122,,Acute Kidney Injury,MESH:D058186,,BAX|HBEGF|HPX|MIR146B|MIR23A|NFKB1|ORM1|TP53,4.61,6
methyl isocyanate,C008461,624-83-9,Acute Kidney Injury,MESH:D058186,,IL10|TP53,4.61,2
fibric acid,C010285,943-45-3,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.61,1
gnetin C,C575740,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.61,1
linoleoyl-coenzyme A,C026562,40757-80-0,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.61,1
mono-n-octyl phthalate,C041260,5393-19-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.61,1
oleoyl-coenzyme A,C017585,1716-06-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.61,1
stearoyl-coenzyme A,C017725,362-66-3,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.61,1
S-tetradecanoyl-coenzyme A,C040349,3130-72-1,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.61,1
taxifolin,C003377,480-18-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.61,2
"1,1-diphenylhydrazine",C037220,530-50-7,Acute Kidney Injury,MESH:D058186,,CYP2C9,4.60,1
2-(1-hexyloxyethyl)-2-devinyl pyropheophorbide-a,C083998,149402-51-7,Acute Kidney Injury,MESH:D058186,,CYP2C9,4.60,1
5-hydroxythienilic acid,C041405,90966-18-0,Acute Kidney Injury,MESH:D058186,,CYP2C9,4.60,1
estropipate,C009927,7280-37-7,Acute Kidney Injury,MESH:D058186,,CYP2C9,4.60,1
hydroxymethyltolbutamide,C031014,,Acute Kidney Injury,MESH:D058186,,CYP2C9,4.60,1
L 709049,C096429,143313-51-3,Acute Kidney Injury,MESH:D058186,,NFE2L2|TGFB1,4.60,2
N-((5-(3-(1-benzylpiperidin-4-yl)propoxy)-1-methyl-1H-indol-2-yl)methyl)-N-methylprop-2-yn-1-amine,C570530,,Acute Kidney Injury,MESH:D058186,,HSPA1A|NFE2L2,4.60,3
Pefloxacin,D015366,70458-92-3,Acute Kidney Injury,MESH:D058186,,BAX|IL6|TNF,4.60,4
Thimerosal,D013849,54-64-8,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CLU|G6PD|GSTM2|HBEGF|HMOX1|HSPA1A|IGF1|IL6|NFE2L2|NQO1|POMC|SIRT1|SOD1|TGFB1|TNF|TP53|VEGFA,4.60,27
"1,3-dinitropyrene",C037413,,Acute Kidney Injury,MESH:D058186,,CYP1B1|NQO1,4.59,2
"17alpha-ethynylestr-5(10)-ene-3alpha,17beta-diol",C002029,21466-08-0,Acute Kidney Injury,MESH:D058186,,CYP1B1|TP53,4.59,2
butylidenephthalide,C026105,551-08-6,Acute Kidney Injury,MESH:D058186,,ATP5F1B|BAX|TP53,4.59,3
chromated copper arsenate,C040890,37337-13-6,Acute Kidney Injury,MESH:D058186,,C3|CYP3A23-3A1|IGF1,4.59,3
Citric Acid,D019343,77-92-9,Acute Kidney Injury,MESH:D058186,,BAX|TF|VEGFA,4.59,4
elesclomol,C512195,,Acute Kidney Injury,MESH:D058186,,HMOX1|HSPA1A|TNF,4.59,6
N(6)-cyclohexyladenosine,C027513,36396-99-3,Acute Kidney Injury,MESH:D058186,,NOS2|TNF,4.59,4
artenimol,C039060,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.59,2
Mevalonic Acid,D008798,150-97-0,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.59,2
terameprocol,C076852,5701-82-6,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.58,4
yangonin,C110481,500-62-9,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.58,4
"5,10-methylenetetrahydrofolic acid",C013123,,Acute Kidney Injury,MESH:D058186,,MTHFR,4.57,1
E 3040,C095803,145096-30-6,Acute Kidney Injury,MESH:D058186,,SLC22A12,4.57,1
homocastasterone,C070164,83509-42-6,Acute Kidney Injury,MESH:D058186,,TNF|TP53,4.57,4
lavender oil,C045718,,Acute Kidney Injury,MESH:D058186,,SOD1|TNF,4.57,4
methylselenic acid,C008493,,Acute Kidney Injury,MESH:D058186,,BAX|CD44|CLU|GSK3B|IGF1|NFKB1|NQO1|TGFB1|TLR2,4.57,12
NP 40208,C529989,,Acute Kidney Injury,MESH:D058186,,TGFBR1,4.57,1
Oxotremorine,D010095,70-22-4,Acute Kidney Injury,MESH:D058186,,EDN1|TGFB1,4.57,2
pluronic block copolymer p85,C422648,,Acute Kidney Injury,MESH:D058186,,BAX|TP53,4.57,2
"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone",C070417,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,CCT7|PPARA,4.57,2
Griseofulvin,D006118,126-07-8,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA,4.57,2
hexabromocyclododecane,C089796,25637-99-4,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|POMC|PPARA,4.57,4
2-hydroxyethidium,C506392,,Acute Kidney Injury,MESH:D058186,,EPO,4.56,2
fluorene-9-bisphenol,C000655605,,Acute Kidney Injury,MESH:D058186,,BAX|CCR5|IFNA2|IL6|MPO|ORM1|SOD1|TNF|TP53,4.56,8
Heptachlor,D006533,76-44-8,Acute Kidney Injury,MESH:D058186,,ALB|HMOX1|IGF1|NFE2L2|TGFB1|TP53,4.56,9
Methylenebis(chloroaniline),D008753,101-14-4,Acute Kidney Injury,MESH:D058186,,ALB|MPO,4.56,5
MK-8776,C559815,,Acute Kidney Injury,MESH:D058186,,NFE2L2|NFKB1|TP53,4.56,3
acetamiprid,C464485,,Acute Kidney Injury,MESH:D058186,,BAX|BDKRB2|C3|CP|CYP1B1|EDN1|GPNMB|HMOX1|HP|HPX|IGF1|IL6|LCN2|NOS2|OCLN|ORM1|PPARG|SOD1|TGFBR1|TLR4|TNF|TP53|VEGFA,4.55,22
aqua(edetic acid)chromium(III),C477055,,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
bazedoxifene,C447119,,Acute Kidney Injury,MESH:D058186,,CYP2C9|IL6|PPARG,4.55,5
Clofazimine,D002991,2030-63-9,Acute Kidney Injury,MESH:D058186,,GSTP1|PPARG,4.55,3
Desflurane,D000077335,,Acute Kidney Injury,MESH:D058186,,AVP|TNF,4.55,4
diaqua(disalicylaldehyde ethylenediamine)chromium(III),C477054,,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
ethylamine,C041564,75-04-7,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
formycin,C034550,6742-12-7,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
isopropyl palmitate,C005060,142-91-6,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
margaric acid,C013102,506-12-7,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
methylphosphate,C027265,812-00-0,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
monoethyl phosphate,C088826,1623-14-9,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
n-butylamine,C032462,109-73-9,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
palmitoyl trifluoromethyl ketone,C109341,,Acute Kidney Injury,MESH:D058186,,INS,4.55,1
Tyramine,D014439,51-67-2,Acute Kidney Injury,MESH:D058186,,CYP2D6|OCLN,4.55,2
"2,6-dinitrotoluene",C023514,606-20-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,CCT7,4.55,1
Linoleic Acid,D019787,2197-37-7,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA,4.55,2
11-(dansylamino)undecanoic acid,C054400,73025-02-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1,4.54,1
Ciclopirox,D000077768,29342-05-0,Acute Kidney Injury,MESH:D058186,,HMOX1|TP53,4.53,2
Harmaline,D006246,304-21-2,Acute Kidney Injury,MESH:D058186,,NFKB1|VEGFA,4.53,3
"4,4',4''-(4-propyl-((1)H)-pyrazole-1,3,5-triyl) tris-phenol",C486184,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC|SOD2,4.53,3
AICA ribonucleotide,C031143,3031-94-5,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.53,2
Tritolyl Phosphates,D014317,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC|PPARA,4.53,3
1-(4-fluorobenzoyl)-3-(((6-methoxy-2-naphthyl)oxy)methyl)azetidine-3-carboxylic acid,C570688,,Acute Kidney Injury,MESH:D058186,,SIRT1,4.52,1
20(S)-ginsenoside-Rh1-6'-acetate,C000612922,,Acute Kidney Injury,MESH:D058186,,SIRT1,4.52,1
"acamprosate, ribavirin drug combination",C000632388,,Acute Kidney Injury,MESH:D058186,,SIRT1,4.52,1
ginsenoslaloside-I,C000612923,,Acute Kidney Injury,MESH:D058186,,SIRT1,4.52,1
inauzhin,C573921,,Acute Kidney Injury,MESH:D058186,,SIRT1,4.52,1
Quetiapine Fumarate,D000069348,,Acute Kidney Injury,MESH:D058186,,BAX|CYP2D6|MPO|SOD1,4.52,3
toosendanin,C036454,79304-40-8,Acute Kidney Injury,MESH:D058186,,BAX|IL6|TP53,4.52,3
Z 338,C410959,,Acute Kidney Injury,MESH:D058186,,UGT1A9,4.52,1
dicrotophos,C000944,3735-78-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|SOD2,4.52,2
Norepinephrine,D009638,51-41-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC|PPARA|SOD2,4.52,4
cochinchinenin,C475447,,Acute Kidney Injury,MESH:D058186,,KNG1,4.51,2
"lipopolysaccharide, Helicobacter pylori",C442865,,Acute Kidney Injury,MESH:D058186,,TLR2|TNF,4.51,4
perfluorotridecanoic acid,C000720141,,Acute Kidney Injury,MESH:D058186,,BAX|SOD1,4.51,2
U 73343,C074854,142878-12-4,Acute Kidney Injury,MESH:D058186,,KNG1,4.51,2
aceclofenac,C056498,89796-99-6,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.50,4
betadex,C031215,7585-39-9,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.50,4
incomplete Freund's adjuvant,C114843,,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.50,4
lignoceric acid,C010210,557-59-5,Acute Kidney Injury,MESH:D058186,,EDN1,4.50,1
Misonidazole,D008920,13551-87-6,Acute Kidney Injury,MESH:D058186,,ALB|G6PD,4.50,7
pentaacetyl geniposide,C074968,49776-64-9,Acute Kidney Injury,MESH:D058186,,BAX|TP53,4.50,2
RMP 7,C089876,159768-75-9,Acute Kidney Injury,MESH:D058186,,BDKRB2,4.50,1
rubitecan,C079905,,Acute Kidney Injury,MESH:D058186,,BAX|TP53,4.50,2
tetraarsenic tetrasulfide,C534735,,Acute Kidney Injury,MESH:D058186,,BAX|HMOX1|TP53,4.50,3
Glycyrrhizic Acid,D019695,1405-86-3,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA|SOD2,4.50,2
Lycopene,D000077276,502-65-8,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC|PPARA|SOD2,4.49,4
"1,8-dinitropyrene",C033310,42397-65-9,Acute Kidney Injury,MESH:D058186,,CYP1B1|NQO1,4.48,2
aflatoxin B2,C029753,22040-96-6,Acute Kidney Injury,MESH:D058186,,CLU|IL10|IL20|IL6|LCN2|LRP2|NOS2|NOS3|NPPA|POMC|RAPGEF3|TF|TLR2|TNF,4.48,19
aplaviroc,C499671,,Acute Kidney Injury,MESH:D058186,,CCR5,4.48,1
mono(2-ethyl-5-oxohexyl)phthalate,C080276,40321-98-0,Acute Kidney Injury,MESH:D058186,,CYP2C19|CYP2C9|PPARG,4.48,4
Phytoestrogens,D048789,,Acute Kidney Injury,MESH:D058186,,GSK3B|HMOX1|IL6|NFE2L2|TNF,4.48,8
temsirolimus,C401859,,Acute Kidney Injury,MESH:D058186,,CYP1B1|IL6|VEGFA,4.48,4
vicriviroc,C486781,,Acute Kidney Injury,MESH:D058186,,CCR5,4.48,1
"4,4'-diaminodiphenylmethane",C009505,101-77-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.48,1
"16 alpha,17-epoxyprogesterone",C028108,1097-51-4,Acute Kidney Injury,MESH:D058186,,EPHX2,4.47,1
4-(2-aminoethyl)benzenesulfonylfluoride,C002010,34284-75-8,Acute Kidney Injury,MESH:D058186,,EGFR|TGFB1,4.47,2
azaspiracid,C406592,,Acute Kidney Injury,MESH:D058186,,ALB|CD44|GSTA1|VEGFA,4.47,7
Epoprostenol,D011464,35121-78-9,Acute Kidney Injury,MESH:D058186,,IL10|KNG1|TNF,4.47,5
ethylphenylepoxygeranyl ether,C100167,37571-83-8,Acute Kidney Injury,MESH:D058186,,EPHX2,4.47,1
nomilin,C059405,1063-77-0,Acute Kidney Injury,MESH:D058186,,EPHX2,4.47,1
oxfendazole,C011030,53716-50-0,Acute Kidney Injury,MESH:D058186,,NQO1|TP53,4.47,2
Thiosemicarbazones,D013882,,Acute Kidney Injury,MESH:D058186,,EGFR|GSK3B|TP53,4.47,4
"3,3'-dichlorobisphenol A",C534679,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
clinofibrate,C006231,30299-08-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
didecyl phthalate,C027718,84-77-5,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
flavangenol,C504746,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
ginsenoside Rf,C055328,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
gramine,C007884,87-52-5,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
GW 2331,C105715,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
Hydroxyprogesterones,D006908,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
Ketones,D007659,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
Peroxisome Proliferators,D020025,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
Phenylpropionates,D010666,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,PPARA,4.47,1
alpha-hydroxyalprazolam,C032318,37115-43-8,Acute Kidney Injury,MESH:D058186,,CYP3A23-3A1,4.46,1
ML-SA1 compound,C000599935,,Acute Kidney Injury,MESH:D058186,,MCOLN1,4.46,1
nabiximols,C587251,,Acute Kidney Injury,MESH:D058186,,NFKB1|SERPINA1,4.46,2
S-nitro-N-acetylpenicillamine,C110881,,Acute Kidney Injury,MESH:D058186,,HMOX1|IL6,4.46,2
territrem B,C040405,70407-20-4,Acute Kidney Injury,MESH:D058186,,CYP3A23-3A1,4.46,1
territrem C,C040403,89020-33-7,Acute Kidney Injury,MESH:D058186,,CYP3A23-3A1,4.46,1
titanium(IV) transferrin,C117091,,Acute Kidney Injury,MESH:D058186,,TF,4.46,1
8-sulfocholecystokinin octapeptide,C090019,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.46,2
astressin-2B,C528574,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.46,2
Guanylyl Imidodiphosphate,D006165,34273-04-6,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.46,2
R 121919,C412383,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.46,2
ZK 216348,C481822,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC,4.46,2
5-nitro-2-(3-phenylpropylamino)benzoic acid,C058176,107254-86-4,Acute Kidney Injury,MESH:D058186,,NOS2|TNF,4.45,4
8-Hydroxy-2'-Deoxyguanosine,D000080242,88847-89-6,Acute Kidney Injury,MESH:D058186,,ALB|CYP2D6,4.45,5
methyl tert-butyl ether,C043243,1634-04-4,Acute Kidney Injury,MESH:D058186,,AVP|C3|PLG|SERPINA1|TF,4.45,2
norflurazone,C008677,27314-13-2,Acute Kidney Injury,MESH:D058186,,CYP2C19|SPP1,4.45,3
Pinacidil,D020110,85371-64-8,Acute Kidney Injury,MESH:D058186,,NOS2|TNF,4.45,4
"1,4-cyclohexanedimethanol",C023353,105-08-8,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.45,1
2-(N-ethylperfluorooctanesulfonamido)ethyl alcohol,C435127,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.45,1
dihydroethidium,C067883,104821-25-2,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.45,1
salicyl alcohol,C010631,90-01-7,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.45,1
sannoshashinto,C062798,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.45,1
"trans-3,5,4'-trihydroxystilbene-4'-O-beta-D-glucopyranoside",C505532,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,SOD2,4.45,1
"2'-hydroxy-2,3',4,5'-tetrabromodipheyl ether",C561157,,Acute Kidney Injury,MESH:D058186,,TTR,4.44,1
"3,4-dichlorinated biphenyl",C581581,,Acute Kidney Injury,MESH:D058186,,TTR,4.44,1
AMG-837,C557933,,Acute Kidney Injury,MESH:D058186,,BDKRB2|IL20|NFE2L2,4.44,3
"Asbestos, Crocidolite",D017638,12001-28-4,Acute Kidney Injury,MESH:D058186,,ALB|BAX|C3|CCR5|CD44|CLU|CP|EDN1|EGFR|G6PD|GPNMB|GSK3B|GSTP1|HBEGF|HMOX1|HP|HSPA1A|IGF1|IL10|IL6|KLK1|LCN2|LRG1|MIR215|MIR23A|MPO|MTHFR|NFKB1|NOS2|NQO1|PLG|PPARG|SIRT1|SOD1|SPP1|TGFB1|TLR2|TNF|TNFRSF12A|TP53|VEGFA,4.44,40
Bradykinin,D001920,58-82-2,Acute Kidney Injury,MESH:D058186,,NOS3,4.44,1
cryptolepine,C024015,480-26-2,Acute Kidney Injury,MESH:D058186,,BAX|TP53,4.44,2
Lactates,D007773,,Acute Kidney Injury,MESH:D058186,,NOS3,4.44,1
"N-(4-O-(2-methoxy,phenoxyethylaminobutyl)-3-methoxybenzyl)nonamide",C482267,,Acute Kidney Injury,MESH:D058186,,NOS3,4.44,1
"thieno(2,3-c)isoquinolin-5-one",C475227,,Acute Kidney Injury,MESH:D058186,,IL10|TNF,4.44,3
alpha-Tocopherol,D024502,59-02-9,"Kidney Tubular Necrosis, Acute",MESH:D007683,,POMC|PPARA|SOD2,4.44,4
3-hydroxybenzoic acid,C032948,99-06-9,Acute Kidney Injury,MESH:D058186,,MIR122,4.43,1
A 443654,C504035,,Acute Kidney Injury,MESH:D058186,,MIR122,4.43,1
BQ 788,C086539,,Acute Kidney Injury,MESH:D058186,,EDN1|NPPA,4.43,4
glimepiride,C057619,,Acute Kidney Injury,MESH:D058186,,INS|TP53,4.43,2
manzamine A,C078290,104196-68-1,Acute Kidney Injury,MESH:D058186,,GSK3B,4.43,2
NP260,C000589285,,Acute Kidney Injury,MESH:D058186,,MIR122,4.43,1
Shiga Toxin 2,D022641,,Acute Kidney Injury,MESH:D058186,,IL6|TNF,4.43,4
Venlafaxine Hydrochloride,D000069470,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CYP2C19|CYP2D6|GAS6|SOD1|TP53,4.43,8
Glyphosate,D000097797,,"Kidney Tubular Necrosis, Acute",MESH:D007683,,FABP1|PPARA|SOD2,4.43,3
